BALANCE_FREQUENCY,PURCHASES,INSTALLMENTS_PURCHASES,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS
1,1956.06,178.92,11500,1553.147417,1338.082337
1,1750.51,235.05,3500,2103.253278,193.898848
1,18.41,18.41,1000,1407.291593,424.623595
1,386.12,0,4000,4441.185925,752.309324
0.909091,0,0,2100,553.00439,570.229181
1,0,0,14500,1498.338478,1536.151742
1,625.46,427.06,7500,721.081023,234.277687
1,963.13,0,7000,566.87028,639.521888
0.545455,2011.81,0,2100,3144.544042,165.070133
1,99.5,99.5,8000,1775.13958,2293.582697
0.636364,1084.09,1084.09,8000,1515.629124,152.094041
1,207,207,8500,1494.101923,886.539252
1,1757.47,850.42,5000,1254.376139,309.542834
1,3837.59,1977.41,9500,17739.94594,2500.582848
0.818182,117.57,0,8000,5441.876882,542.296729
1,1223.41,454,6000,1222.343069,129.304142
1,1710.24,892.92,6000,1572.990843,3215.771919
1,11.06,0,4000,745.984976,1243.56477
1,0,0,12000,2430.864139,2452.882838
1,8273.18,5368.29,7000,7883.621179,208.069929
1,619.93,619.93,4000,529.829894,508.775831
0.3,190,190,4000,322.114468,139.674841
1,7680.08,2629.11,11500,2529.085319,1256.196236
1,9734.63,5978.62,8500,8571.945329,204.762568
0.454545,0,0,3000,278.731912,56.686755
1,8403.17,933.47,13000,8495.972927,1183.069705
1,118.6,48.6,3300,117.780082,56.500841
1,11202.09,272.56,7500,8317.163283,887.495688
1,794.52,0,1750,1083.625844,1196.302503
0.9,1704.22,1553.72,1500,679.888456,160.592311
1,1044.43,243.08,5000,1068.805913,518.001095
1,3651.59,2106.8,4500,6925.337419,1646.768053
1,6477.6,3176,7500,6381.236136,235.661045
1,1025.03,1025.03,2800,1148.409463,183.177287
1,0,0,2400,2361.929133,390.202217
0.636364,472.71,0,16000,563.830183,108.579632
1,733.35,654.75,3000,6801.933334,1017.637027
1,3050.72,2061.58,11500,21320.89625,3913.712987
0.636364,601.35,133.35,7000,704.075312,161.420141
1,0,0,1200,720.3446,369.566083
0.545455,0,0,10500,3239.303839,3614.801495
1,0,0,5000,74.218884,96.13968
1,1764.86,615.52,10000,1768.463643,212.73674
1,2352.2,1215.5,6500,2671.279796,185.468819
1,0,0,4000,1221.274221,1537.255049
1,3877.85,1694.29,12500,3639.443058,205.024983
1,5958.17,2796.71,15000,7839.750264,8096.79502
1,5969.33,2214.09,16500,7272.999505,445.131364
1,14604.87,12128.94,15500,14462.63056,340.717801
1,433.63,0,7000,1534.75789,1663.455756
1,2790.76,241.51,14000,1778.284067,1355.651702
1,571.32,571.32,4000,5308.488824,216.48223
1,0,0,1800,141.505315,10592.53719
1,281.25,281.25,1200,634.96657,965.13244
1,1701.9,1237,3000,710.210734,684.951673
1,14332.92,3743.95,16000,7116.531862,2117.186083
0.363636,490.6,490.6,18000,1197.347043,131.19619
0,0,0,9000,0,
1,8371.19,4178.39,3800,9582.782864,1805.370785
0.818182,4552.44,3318.44,5000,5496.343824,173.931803
0.272727,202,0,2000,200.169721,43.909196
0.909091,6030.34,3155.45,7000,17084.85192,2068.25205
0.181818,379.3,379.3,2500,534.818301,28.994494
1,1877.24,950.34,8500,4503.07943,810.909841
1,3660.97,0,7500,4471.044825,188.409994
1,2281.56,0,20000,2068.187388,243.235999
1,45.65,0,1200,1589.980022,439.870516
1,1919.66,608.76,6000,6725.483653,609.161536
0.818182,685.08,465.08,13000,798.047921,66.969941
1,362.13,362.13,1200,496.114334,15914.72154
0.125,80,0,1500,0,
1,3703.36,2049.38,7500,3229.189675,195.370312
1,12650,0,10500,7566.470234,9170.428051
1,228.35,0,4000,2520.722012,507.937007
0.9,0,0,4000,862.790575,1178.426048
1,1969.24,1401.77,12000,2011.781378,219.067764
1,533.36,533.36,1200,632.227172,1395.576542
1,0,0,7500,1070.599052,1441.148962
1,1901.94,1534.94,4500,1624.241905,168.938924
1,0,0,7000,1756.829998,2166.204489
1,5601.54,2527.72,7500,4807.552996,207.134142
1,162.56,162.56,1000,215.685296,7281.645049
1,66.32,0,9000,9547.622542,2385.432813
0.2,19.9,19.9,6500,49.622958,48.782575
1,362.36,0,8000,683.421497,2036.877611
1,818.02,492,3000,4055.34116,1002.627519
1,1286.2,0,4000,1272.434565,218.00803
1,1800,1800,6000,2214.368263,4093.868044
1,0,0,3000,666.956678,1066.060177
0.818182,1131.08,1131.08,18000,1317.549381,481.452747
1,83.35,83.35,4000,290.353132,276.463002
1,342.07,72,3000,3505.371815,894.910352
0.818182,2025,0,6000,2420.445403,118.312302
1,3548.64,599.27,20000,3908.960912,199.621137
1,1687.29,0,11500,1464.000198,261.032083
1,231.35,231.35,1000,161.97536,930.115009
1,2427.26,839.92,5000,1747.703784,176.211823
1,579.28,279.28,1200,635.871404,220.685812
1,420.03,100,6600,1283.885302,389.191998
1,328.92,0,10000,659.559695,1400.681628
1,419.64,419.64,4200,467.204852,24302.09819
1,3267.03,1827.96,6000,2841.850383,173.710118
1,294.13,229.13,1500,686.376349,266.50397
1,0,0,5500,757.537513,891.059927
0.833333,0,0,3000,247.706733,310.58347
1,0,0,1500,1724.178215,301.346806
1,171.92,0,4500,907.867126,912.269822
1,2210.97,469.67,9500,2946.752322,345.15359
1,1229.57,0,2700,1125.497981,192.979922
1,64,0,2800,373.433094,3945.38539
1,0,0,3000,1794.421173,936.618592
1,9670.84,2969.76,17500,24199.11108,3039.137305
1,7446.18,1069.2,10000,10274.93122,528.241518
1,0,0,14000,1661.693077,1949.814235
1,375.57,0,6000,779.057364,179.42685
1,5228.36,2890.92,3000,4843.737867,177.051156
1,291.65,291.65,8000,341.378477,209.317582
0.857143,1386.4,0,1500,238.348011,154.555561
1,1307.16,0,5000,1529.771263,1212.951385
1,0,0,16000,2322.058763,1831.024986
1,77.99,0,1200,555.23373,303.743033
1,861.79,679.98,6000,6532.686986,634.388953
1,65,0,3000,19.221233,67.643963
0.818182,798.34,521.34,4500,728.056878,769.627647
1,0,0,8500,1227.062915,1208.463027
1,32.22,0,2000,349.584645,695.503633
1,404.24,404.24,14500,3167.870886,3533.4648
0.363636,0,0,1200,3597.140559,308.399887
0.909091,8820.67,6271.02,6500,3609.323897,416.412205
1,7590.08,186.51,10000,2344.430467,4676.633767
1,0,0,6000,738.312743,879.041116
1,1613.74,812.87,1500,1361.684623,1854.077627
1,1214.74,640.41,11000,941.91753,180.400442
1,776.89,77.9,1500,487.294072,215.007957
1,0,0,5500,874.365824,1582.515056
1,0,0,2750,750.534962,883.249328
1,4371.82,1606.66,20000,3603.230966,207.887409
1,1648.53,1029.98,6500,1427.725762,1342.185961
1,0,0,11500,1777.003806,2412.544026
0.090909,24,24,1500,9.533313,8.8426
0.363636,1123.58,0,1500,3245.496885,142.868781
0.909091,571.91,0,2100,2573.55754,756.220978
1,0,0,7500,6135.140807,2279.351491
1,0,0,1500,3.500505,8.56154
1,1080.11,1080.11,9000,1065.332527,178.115434
1,0,0,3000,264.548484,326.316359
0.777778,749.57,539.8,6000,617.46628,414.824247
0.875,0,0,2500,260.843536,325.312921
1,880.19,927.45,1500,1189.503063,1104.152962
1,642.33,0,9000,323.683167,344.973051
1,890.2,0,3000,302.073647,330.87851
1,1798.24,1653.38,1500,1340.224464,1732.955307
1,2720.68,140.49,5000,2800.406648,357.591488
0.888889,4139.56,0,9000,1600.272221,597.159149
1,1140,1140,3650,2541.196672,2559.345
1,169.28,169.28,6000,1553.157125,988.712621
0.857143,0,0,1200,1665.025645,247.205901
1,183.7,0,10500,1030.093462,1116.001393
1,0,0,13000,3222.169406,2818.707479
1,1412.76,1412.76,5000,6940.278105,759.346966
1,0,0,6000,1445.294493,2703.217084
1,1936.01,464.97,2000,1759.115089,232.076866
0.875,2486.1,433.35,4000,948.092359,1356.087629
1,0,0,6500,1479.003541,1321.46938
0.636364,796.56,796.56,4000,912.478311,102.895907
1,717.18,318.03,7000,1460.652254,1540.175186
1,0,0,9500,1334.749456,1272.080547
0.090909,782.88,0,3000,2941.300379,280.618072
1,0,0,2000,529.203224,1501.874974
0.818182,260,0,5500,278.975102,92.072121
1,0,0,1200,236.09244,351.184105
1,49.19,49.19,12000,2230.957196,2672.605531
1,4021.29,1717.69,5000,2851.045852,794.323892
1,503.45,0,10500,685.660178,495.65428
1,4430.17,801.5,8500,4301.600928,186.739077
1,933.5,0,3000,393.417404,462.153221
1,1163.93,213.9,5000,0,
1,177.23,106.97,2500,1136.340121,428.353499
1,283.6,79.33,5000,424.829757,282.152847
1,9796.28,260,19000,12667.90527,968.363741
1,2109.61,375,6500,4591.162882,296.681069
1,0,0,3000,808.881566,1663.969183
1,1326.3,0,4500,1373.689245,3414.220124
1,0,0,10000,11192.8048,3427.635445
0.454545,0,0,3500,79.242572,81.716644
1,3407.69,1333.53,9500,0,
1,1804.09,1183.93,7500,1672.051219,190.893951
0.636364,758.31,758.31,6000,501.41401,83.041019
0.818182,121.5,121.5,4000,137.148597,125.135021
1,0,0,5500,1009.545319,2092.29409
0.75,90.39,0,1500,254.561828,152.221816
1,0,0,2600,0,
0.909091,0,0,10000,15923.28722,517.595201
1,749.3,355.8,8500,2501.125038,541.51241
1,184.92,184.92,4000,185.189285,129.992635
1,70,70,1500,973.097522,1263.139657
1,219.26,0,2500,518.949471,1223.335721
0.181818,44.55,0,6000,267.147917,88.028446
1,268.68,268.68,1200,1557.68946,438.318992
0.636364,0,0,2600,0,
1,1876.8,1876.8,5000,1715.207478,163.663033
1,455.76,419.76,1700,881.425823,1066.801936
0.545455,520.5,520.5,4000,551.370293,88.814191
1,0,0,6000,638.144031,12866.94167
1,8519.02,515.81,17500,5828.994002,270.774147
0.181818,0,0,3000,12902.18813,1791.729021
1,0,0,4000,3225.132002,1689.935969
0.909091,777.04,255.58,7500,753.811533,162.763716
0.818182,0,0,3300,0,
1,4504.25,1517.59,8500,278.70437,561.333282
1,2370.01,687.98,4200,1948.361057,162.995748
0.818182,517.14,56.57,3000,369.733274,131.403254
1,806,325,8000,880.198403,2203.284474
1,578.66,0,9500,3219.440365,728.739114
1,8.4,0,10500,1015.698271,795.091125
1,173.69,0,5000,5091.300312,796.031998
1,74.98,0,1800,650.440749,572.683934
0.181818,60.24,60.24,4000,471.23242,110.528523
1,1500,0,4600,949.592719,885.376298
1,2280.58,2280.58,1800,2463.113969,1947.918485
1,0,0,3000,712.803089,316.461916
1,1152.83,1152.83,7000,0,
1,0,0,2400,314.272712,10774.73572
0.181818,0,0,3000,248.742811,572.390099
1,186.11,125,3000,634.853367,227.160721
1,89.9,61.9,7000,323.344372,409.65366
1,221.61,0,1700,369.345758,294.377252
0.727273,4768.27,0,2500,1980.213325,149.493574
1,86.7,0,2000,534.092827,1069.925154
1,1162.63,140.96,7500,1476.991573,1451.018556
1,977.38,361.39,3350,549.396517,266.850585
1,1497.82,807.25,3500,342.79543,183.964777
0.888889,363,0,5500,1250.695005,2070.907379
1,0,0,8500,1006.261579,1313.531481
1,0,0,1500,306.606914,736.789619
1,0,0,3000,386.660071,396.635432
1,350,350,4000,0,
1,1488.8,501.12,2000,612.674919,341.524735
1,992.25,340.85,4500,2899.141015,464.139521
1,1288.42,1288.42,1500,1018.536172,196.720403
1,1102.72,1102.72,4000,1123.51632,178.44023
1,536.68,433.68,1000,280.826685,165.304588
1,0,0,2500,522.917982,170.397605
1,2163.12,780,4000,0,
0.888889,0,0,5500,529.726072,1294.501736
1,5197.22,1195.81,13000,12886.44123,1287.324868
1,591.84,482.68,17000,5552.601399,1094.486286
1,1790.64,432.24,10500,8862.839094,478.820544
1,0,0,3000,2467.952091,986.843214
1,385,0,5000,0,
1,475,475,1500,408.132037,170.451899
1,0,0,6000,1648.300986,1264.637138
0.909091,1366.3,0,2000,3453.112338,139.388035
0.909091,76.94,0,1500,257.110005,277.714185
1,2126.7,100,15000,2494.033369,2642.937347
1,100,0,1200,0,
1,0,0,14500,4056.944212,2592.311811
1,12551.95,1650.71,17000,31698.41902,1448.585054
1,200,0,8000,495.968187,502.765453
1,2190.95,1358.46,11500,2972.248185,2849.235124
1,2896.05,686.84,13500,1341.195566,559.284909
1,18.05,18.05,1000,233.886707,230.806229
1,1990.81,1990.81,5000,0,
0,199.88,199.88,4000,0,
1,4917.48,1617.38,13500,3552.167671,78.898037
1,1325.27,163.61,4000,666.371943,531.303374
1,1448.59,219.59,1200,3008.279166,1054.339431
1,851.68,851.68,1500,1660.242557,512.342306
1,0,0,3500,819.246481,805.478131
1,463,389,12500,3024.60947,5148.045052
1,769.34,0,7000,0,
1,377.1,199.48,2600,0,
1,0,0,1200,239.407898,363.517186
0.727273,780.14,710.24,9000,6123.111421,430.209133
1,3480.24,712.96,12500,4062.447703,1082.201074
1,0,0,1500,381.094555,462.715637
1,0,0,12000,232.136896,267.035943
1,2493.67,2135.67,3000,916.285608,494.455132
1,324.3,0,5000,0,
1,444.96,444.96,3000,426.881014,170.607827
0.636364,150,150,6000,0,
1,250.32,0,7000,0,
0.833333,0,0,1200,101.664939,196.261567
1,89.66,0,2000,375.878055,397.759846
1,299.04,299.04,7500,320.616627,188.367946
1,1036.19,0,7300,1616.614478,1100.977131
1,0,0,18500,20941.32551,5433.759888
0.818182,5080.85,406.64,8000,177.879919,258.715978
1,554.85,292.45,2100,1898.82812,382.716751
1,5153.28,1801,11500,4872.818088,9642.502512
1,2617.85,191.42,1800,1774.318305,143.208454
1,716.98,499.92,1600,1477.151065,1306.468855
1,4193.91,1117.9,3000,3690.904874,210.035264
1,965.84,228.05,4300,771.299727,627.391113
1,7597.09,835.8,6500,0,
0.727273,0,0,9500,0,
1,360.3,247.69,11500,3014.036186,662.40729
1,1772.55,420,1200,764.816144,227.726516
1,1850.31,35,14000,1856.821119,192.520664
1,84.65,84.65,8000,922.962087,711.596731
0.555556,223.5,48,17500,192.80601,95.228179
0.818182,407.86,100.06,12500,5722.548016,1746.966239
1,315.48,315.48,1000,193.699669,162.729509
1,0,0,2000,468.617347,899.048237
1,312.69,0,7500,867.628724,167.467416
1,1230.08,230.08,6500,2535.48125,2434.435407
1,0,0,13000,8733.20327,1927.887547
0.818182,0,0,3000,1964.825042,242.677632
1,701.44,0,6000,0,
1,302,302,2000,784.873315,567.761469
1,348.88,0,1200,335.62347,255.439979
1,3393.25,77.66,9000,2768.821579,267.093439
1,205.89,95.89,9500,2404.231683,2364.114477
1,0,0,6500,2017.190799,622.503528
0.727273,209,209,1500,278.257109,153.048247
0.181818,1051.52,319.32,4600,5384.409792,13.545097
1,253.37,57,1200,463.956486,250.187987
0.272727,202.72,202.72,4500,31.596193,53.011601
1,27,27,1200,219.692369,310.32899
1,6335.65,5423.53,11000,3203.884297,2658.77669
1,2457.48,1184.98,7000,2858.180367,177.692271
0.272727,26.62,26.62,4500,18.336805,8.745383
1,4896.9,4175.44,2500,5338.901791,173.182819
0.454545,20.09,0,3200,0,
1,678,0,2000,992.569418,1111.413896
1,0,0,11000,9736.897362,1596.893256
1,1707.26,1303.72,3300,0,
1,0,0,4500,0,
0.818182,963.35,663.35,14000,1062.303105,142.613239
1,2540.9,1306.13,5000,2478.954766,168.750901
1,1478.36,134.91,1200,1371.998686,336.282655
1,0,0,6500,1498.948148,1837.998855
1,45.65,0,1200,293.890715,448.973668
0.727273,0,0,3000,4998.620598,282.771821
1,563.39,163.25,900,0,
1,974.3,262,3000,1520.760286,2019.977973
1,0,0,10000,0,
1,562.01,498.41,1800,2010.58964,2411.664639
1,53.8,0,2500,429.112894,171.6492
0.909091,1113.1,311.91,6500,4239.684074,563.283083
1,0,0,5250,1064.91324,1558.017969
0.909091,7363.38,398.32,4500,11891.44907,889.95708
1,421.15,421.15,17000,4131.495556,2959.446172
0.272727,566.43,102.63,9000,73.895095,199.884984
1,17409.21,6146.04,19500,19517.1616,517.324081
1,0,0,3500,1333.839527,1644.952704
0.9,1177.64,0,3000,1325.182603,1000.843859
1,1009.44,150.96,4000,1292.401995,221.145007
1,200,0,2000,861.663355,3302.012395
0.25,736.72,0,4500,1665.89154,54.443091
0.545455,158.37,158.37,3000,2280.290156,72.792874
0.727273,0.01,0,6500,0,
1,516,516,1500,752.367432,1009.381645
1,251.44,0,6000,0,
1,2110.98,362,1700,663.894987,555.397214
1,3852.37,1170.38,6000,3386.915692,393.411779
1,270,0,1200,371.168672,229.778025
1,1238.12,78.82,6000,1147.443975,870.610813
0.272727,308.16,0,2500,291.719987,28.242152
0.363636,0,0,12000,196.932031,58.778054
1,1817.84,0,6000,0,
0.909091,1000,0,1500,1128.431348,157.31769
1,0,0,1600,455.872747,430.722903
0.8,3209.14,414,10000,2841.834049,255.098434
1,886.37,0,1800,2966.291948,493.349977
0.909091,0,0,7500,7296.483613,1278.064978
1,455.72,455.72,3000,576.311637,701.949213
0.909091,749.9,749.9,1500,701.387872,152.188982
1,555,555,3000,1397.027257,1680.543762
1,1093.93,398.64,2900,556.213673,1049.416303
1,1755.76,0,2500,1633.050111,194.343579
1,829.15,829.15,3000,1393.564911,634.196389
1,541.68,0,8500,0,
0.9,26582.34,11423.44,28000,26557.09724,586.029097
1,1508.54,0,8500,0,
1,99,0,1000,407.819493,141.935936
1,1534.98,110.4,4000,867.884346,1313.87778
1,76.3,0,1200,533.085955,7781.671432
1,3927.12,3927.12,5500,3626.983417,198.454649
1,1486.31,1306.56,1800,0,
1,435.14,0,7000,1587.909833,1390.110596
0.636364,280.35,0,4000,0,
1,367.94,121.74,1500,719.945677,1546.605424
1,182,182,1500,169.708108,168.97377
0.818182,1682.06,298.32,13000,6965.353704,487.620635
1,3070.45,1206.34,18500,4023.111073,169.763154
1,34,34,1600,1913.744848,530.3496
0.909091,490.21,0,6000,5956.127312,991.468328
1,2197.21,1095.45,4000,0,
1,170,170,1200,229.301004,299.351881
1,36,36,3500,404.993426,10849.43809
1,1806.97,1674.16,3500,1595.482975,163.30874
1,0,0,6500,3154.862353,1369.775906
1,2612.1,1236.6,6500,1348.321843,433.618672
1,1188.78,1009.22,6500,2813.165078,369.901866
0.909091,0,0,1950,550.825801,140.447701
0.727273,735.09,82.15,10500,6006.492582,888.901116
1,1533.28,1533.28,1200,3363.275481,2639.29297
0.909091,443.99,0,3500,273.823646,259.715939
1,96.62,96.62,4500,1086.932525,92.217936
1,0,0,2500,381.672065,1003.265207
1,160.92,160.92,3000,1142.847203,1098.479834
1,937.96,837.96,1500,1186.859701,1320.855292
1,22.5,22.5,10000,2062.495163,435.662185
1,720.18,241.65,5000,0,
0.727273,69,0,4500,462.226271,100.023175
1,64.82,29.86,4150,1019.849756,1260.262738
1,0,0,1200,309.300185,476.830891
0.909091,2655.99,0,3600,3155.89347,168.814522
1,825,825,2500,887.677869,132.020035
1,1783.57,382.98,8000,6173.822229,1030.053642
0.454545,1092.59,419.48,18000,1399.323719,108.410954
0.142857,0,0,5000,0,
1,3914.15,1271.15,9500,3980.107176,511.121978
1,788.54,54.09,4200,2071.865365,1445.432949
1,830.15,630.15,11000,14040.86635,12245.92601
1,0,0,2100,404.070285,999.050377
0.909091,1037.82,0,6500,1461.416883,214.724575
1,723.65,0,8500,0,
1,0,0,2100,138.907177,13266.3819
0.555556,0,0,3000,87.879339,630.679799
1,2496.57,659.01,3000,1145.707252,201.050218
0.818182,3061.26,1148,6000,3594.046318,152.391012
1,45.65,0,1700,317.911208,481.237501
0.545455,1188,0,9000,2461.320337,158.339807
1,307.11,143.82,1500,467.844102,171.370838
1,1368.88,280.65,4500,455.527411,179.475148
1,207.68,0,3000,1243.840314,638.679282
1,514.97,0,5500,380.613937,208.568375
1,45.65,0,1200,299.78995,374.377774
1,29.29,29.29,2100,149.363733,17693.07847
0.454545,45.65,0,1500,491.455491,117.808437
1,0,0,8500,8574.541634,1473.841361
1,0,0,6000,1443.4332,1406.909258
0.909091,2590.95,260,10000,3286.584674,168.321916
1,85.92,85.92,1200,0,
1,452.59,211.06,7500,4431.489516,2071.432892
0.272727,0,0,9500,198.014471,165.091997
1,125,125,5000,1087.866649,1092.737436
1,119,0,1200,365.05305,540.656023
1,0,0,7000,1549.916395,2295.219735
1,1555.66,531.76,3500,1052.275904,206.423078
1,32.38,0,5000,0,
0.5,34,15,6000,635.909695,81.198552
0.272727,0,0,17000,17194.62756,968.603795
1,130.4,130.4,10200,0,
1,734.37,675.37,10500,837.517806,178.75204
1,0,0,1500,499.961286,206.737107
1,292.59,0,5000,0,
0.363636,1042.52,0,6000,3212.647061,260.066741
1,2682.25,49.85,4500,1891.062946,429.697372
1,280,0,1800,547.982657,664.585302
1,0,0,1200,369.895952,281.091657
1,1302.37,0,6000,1723.432154,1836.602896
1,90,0,7000,414.117463,189.979169
0.545455,735.69,650.19,3000,1302.778971,140.751691
1,6058.03,2666.15,4000,6528.829703,550.971147
0.888889,750.05,590,14000,1207.021598,116.531467
1,499.92,499.92,3000,496.551862,194.502845
1,256.5,256.5,1200,164.37267,131.106729
0.727273,230.15,0,1600,0,
1,1956.8,1851,10000,1908.733611,185.371629
1,3719,1425.82,15500,28150.97869,7321.639932
1,0,0,1200,347.446739,425.777184
0.888889,4704.98,2687.76,4500,4372.542801,129.801874
1,60,0,1800,422.765741,385.395799
1,320.08,256.05,7000,1894.746827,2168.95118
1,66.7,0,1000,413.167127,240.517311
1,130,0,4500,610.42602,891.684832
0.454545,71.4,71.4,2000,21.55251,112.584481
1,285.45,0,3000,420.862309,389.633098
1,259.84,48.33,7500,1105.027682,1586.594493
1,35.8,0,750,255.502079,217.074658
1,150,150,1000,238.619393,5303.958597
1,611.31,611.31,1500,514.6675,139.832021
0.875,0,0,1200,257.187514,205.446177
0.909091,153.96,0,8500,1676.090994,266.069794
0.636364,453.89,0,6500,793.296498,127.427088
0.363636,0,0,1200,274.204055,274.427951
1,0,0,6000,2203.045653,1023.380975
0.272727,133,0,1200,780.127863,89.546616
1,1594,510,4500,1605.613993,119.213806
1,929.99,476.99,6500,951.737085,909.741196
0.545455,431.49,0,1500,745.768447,107.848735
1,985.79,92.99,3000,887.885624,176.216309
1,0,0,5000,793.363907,498.013895
